,id,Rent,Frequence,Geo,Address,Type,Overview,Facilities,Ber,Ber n,Author,Description,url,Created_at,Closed_at,Close
96,26657162,1951,month,"{'lat': '53.61410390862625', 'long': '-6.202144465801098'}","Chieftains Way, Balbriggan, Co. Dublin",House,"{'Single Bedroom': '1', 'Double Bedroom': '2', 'Bathroom': '3', 'Furnished': 'Yes', 'Lease': 'No Minimum'}","['Parking', 'Central Heating', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Garden / Patio / Balcony']",B3,NaN,David,"Immaculate, extra large 3 Bedroom 3 Bathroom house to let. Private rear garden. Off street parking. Adjacent to Mill shopping centre. Close to schools, public transport, train and bus links. Adjacent to  town centre.  Please provide your details.   References required.",/for-rent/house-chieftains-way-balbriggan-co-dublin/3588980,2021-10-25,,False
97,26213947,9500,month,"{'lat': '53.316132', 'long': '-6.2374971'}","Vergemount Road, Ranelagh, Dublin 6",House,"{'Double Bedroom': '10', 'Bathroom': '7', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}",NaN,D1,NaN,Mark Ross,"We are delighted to launch this unique property located in the middle of Ranelagh/Clonskeagh.  Boasting a vibrant and energetic village just a short walk from the city centre with numerous bus routes servicing the city centre on your doorstep.    This newly refurbished 10 double bedroom property comprises of :  All brand new windows, kitchen, floors, bathrooms & furnishings.  3 en-suite double bedrooms 2  double bedrooms with shower units 5 spacious double bedrooms 3 generously sized bathrooms  1 guest bathroom 2 separate livings rooms Private Dining room Modern kitchen with high end finishing's Separate washroom and bike storage.   This one of a kind property is a must see  !!!!",/for-rent/house-vergemount-road-ranelagh-dublin-6/3545278,2021-10-25,,False
98,26640271,5000,month,"{'lat': '53.328222', 'long': '-6.244074'}","19 Wellington Place, Ballsbridge, Dublin 4",House,"{'Double Bedroom': '4', 'Bathroom': '3', 'Furnished': 'No', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Alarm', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Internet', 'Garden / Patio / Balcony']",BER EXEMPT,NaN,Office,"\\ WWW.DUBLINLETTINGS.COM // ** UNFURNISHED** Superbly located Period home, ideally located at the crescent on Wellington Place, with Morehampton Road and Leeson Street. Within a short walk to Donnybrook Village with a wealth of conveniences to include; Donny Brook Fair, Wilder & Green Hair Salon Boots pharmacy, Hampton Bookshop, Tesco Express, and Kiley€TM pub with Marco Pierre White at the courtyard within easy strolling distance. Shopping at Upper Baggot street to include Tesco, Insomnia,Donnybrook, Essential beauty salon, Dry Cleaners, Post Office ( to the rear of DF), Milano , Searsons' and Waterloo public houses and less than a 15 minute walk to Saint Stephens Green. The Aircoach servicing Dublin Airport at regular 15 minute intervals is across the street on Leeson street about 500 yards away. Regular bus service includes 46A, 145, 11 and 39, 39A from around the corner on Waterloo Road. A Recently completely refurbished, restored and modernized, super Period property is presented in excellent, walk-in condition throughout. Accommodation includes: Just redecorated and painted in pristine order throughout.Gated and approached by a shared drive-way with parking for one car off-street, with a central grass lawn area Informal Entrance at garden level to a tiled Hallway providing clever wall storage housing washing facilities and WC, under the main steps. This leads to the modern Kitchen with a grand Aga, as well as a separate 5-Ring Gas Hob, integrated stainless steel oven and ample under drawer storage, with high and low level white powder coated units, The powder gloss units are minimalist in design and the light reflective surfaces contrast beautifully with the rich cherry wood bases ,as well as solid cherry wood Island, with cream marble counter-tops, back-lit opaque glass high level units with modern fitted full height fridge/freezer, dishwasher, and inbuilt wine cooler- in the middle hall, flanked by additional full level storage units, with abundant clever storage, crema tiled flooring and recessed ceiling lights as well as modern chrome wall sconces, and chrome T-Bar handles. At this garden level, lobby leading in to a rear private very large family room with wonderful window wall doors and Velux window light, fitted with accordion window blinds. A downstairs super modern Family bathroom is beautifully fitted and tiled with a bath. The only bedroom on this level is a double with more clever concealed storage units, and lovely solid timber floors On the hall return is another lovely garden facing Double Bedroom, with a modern tiled, honed bathroom and electric shower cubicle, heated towel rail and storage. With cream brick tiles, wall beveled full width mirror and recessed lighting as well as modern chrome spot lights and heated towel rail On the main Entrance Hall level [Traditional/Hall Door Entrance level] are Two very fine/period interconnected Reception rooms with more superb solid timber floors, two original fireplaces, the front fireplace is an open fire, with the rear serviced by gas with period basket fire grates and inlaid black hearths, surrounded by period marble Fireplaces, wonderful period sash windows, and bespoke pelmeted, curtains. The cornicing and plasterwork throughout is superbly maintained, the hall arched architrave provides lovely egg and dart original details, with hand crafted radiator covers, and farrow and ball, muted colors Upstairs to the 1st Floor are two additional large double luxurious bedrooms, provide deep pile carpets, the front bedroom, overlooking Wellington Place provides in-built mirrored either side of the Gas fireplace with a top floor level Bathroom shower and WC, tastefully finished in cream tiling, chrome modern lighting fittings and clever storage . Front and rear Gardens. Off street parkign for one car with shared entrance. On street disk parking available subject to DCC GFCH, WE ENDEVOUR TO CONTACT ALL INTERESTED PARTIES UP TO 24 HRS PRIOR TO VIEWING DATES. PLEASE NOTE VIEWING DATES MAY CHANGE DUE TO CIRCUMSTANCES OUT OF OUR CONTROL. Notice Please note we have tested the apparatus, fixtures, fittings, and services. All measurements are approximate and photographs provided for guidance only.",/for-rent/house-19-wellington-place-ballsbridge-dublin-4/3587908,2021-10-25,,False
99,26638040,1600,month,"{'lat': '53.375153', 'long': '-6.253586'}","Beaucourt, Achill Road, Drumcondra, Dublin 3",Apartment,"{'Double Bedroom': '1', 'Bathroom': '1', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Washing Machine', 'Dryer']",E1,108432246,Sherry FitzGerald Lettings IFSC,"Bright and spacious one double bedroom apartment, located on the 1st floor of this well located development, consisting of 36sqm of accommodation with parking. Situated in Drumcondra close to the City Centre, with easy access to East Point business park, the IFSC, Dublin Airport and the M1/M50. Accommodation in brief comprises entrance hallway leading to the new modern kitchen, large living dining room, double bedroom and bathroom with electric shower.",/for-rent/apartment-beaucourt-achill-road-drumcondra-dublin-3/3587679,2021-10-25,,False
100,25678768,10000,month,"{'lat': '53.320226', 'long': '-6.24258'}","Belmont Ave, Donnybrook, Dublin 4",House,"{'Single Bedroom': '1', 'Double Bedroom': '4', 'Bathroom': '4', 'Furnished': 'Optional', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Alarm', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Internet', 'Garden / Patio / Balcony']",A3,NaN,Eleanor Lawlor,"Situated in a private enclave on one of D.4's finest residential roads, Belmont Avenue, this sublime newly constructed detached home has just been released to the market. The property, which boasts a BER 'A' rating for energy efficiency, has been interior designed to an exquisite standard and will be presented unfurnished however, fully or partially furnished can also be arranged. The wonderfully proportioned accommodation provides the perfect combination of formal entertaining and comfortable living as well as offering stunning views over Dublin's Iconic skyline.   The property comprises a bright open hallway with two built-in storage closets, glazed double doors lead into the formal sitting room with beautiful herringbone flooring and a gas fire with limestone surround (which can be used for both ambience or heat emitting) . There is a large open plan kitchen/dining/living space which includes a second, more relaxed lounge area complete with an entertainment unit which also provides for storage and display in the kitchen area. The kitchen oozes with modern appeal with it's sleek, handless painted doors, quartz countertops and backsplash, a larder unit and large island area. Elegant lighting and sleek appliances complete the look. The dining area is surrounded by floor to ceiling  windows which allows for stunning light and a spacious feel. Sliding doors lead to the patio and garden area. A utility room and WC complete the downstairs accommodation which is floored throughout, sitting room excluded, with a large terrazzo tile. On the first floor there are two double bedrooms, a master ensuite with a fitted walk-in wardrobe and the main bathroom which includes a free standing bath and shower area. The second floor includes an ensuite double bedroom as well as a home office or a fifth bedroom. There is also a storage area on this floor. The stairs and upper levels have been fitted with a high quality wool carpet and the bathrooms are tiled.   Immediate amenities on your doorstep include transport links such as the LUAS and the Quality Bus Corridor, all of the wonderful shopping, cafes, restaurants and bars that both Donnybrook and Ranelagh have to offer whilst also being situated just a short distance from both the city centre and the M50 (thus providing easy access to the airport).   Being conveniently located close to some of Dublin's best schools, namely St Michael's College, St Andrews College, Nord Anglia, Gonzaga, St. Conleth's, Muckross Park, Loreto on the Green, Blackrock, Alexandra College and UCD.  The location is prime Dublin 4 embassy belt whilst also enjoying the advantage of having 34 acres of green open space in Herbert Park less than a ten minute walk away. Sporting grounds such as the RDS and Aviva Stadium are both also within easy walking distance.   We have linked a video tour below.  Please contact us for more information or to arrange a viewing.",/for-rent/house-belmont-ave-donnybrook-dublin-4/3466855,2021-10-25,,False
101,26494202,9000,month,"{'lat': '53.320046', 'long': '-6.242867'}","1 Sandford Grove, Dublin 4",House,"{'Single Bedroom': '1', 'Double Bedroom': '4', 'Bathroom': '4', 'Furnished': 'Optional', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Alarm', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Pets Allowed', 'Wheelchair Access', 'Internet', 'Garden / Patio / Balcony']",A2,NaN,Eleanor Lawlor,"Situated in a private enclave on one of D.4\'s finest residential roads, Belmont Avenue, this sublime newly constructed detached home has just been released to the market. The property, which boasts a BER \'A\' rating for energy efficiency, has been interior designed to an exquisite standard and will be presented unfurnished however, fully or partially furnished can also be arranged. The wonderfully proportioned accommodation provides the perfect combination of formal entertaining and comfortable living as well as offering stunning views over Dublin\'s Iconic skyline.   The property comprises a bright open hallway with two built-in storage closets, glazed double doors lead into the formal sitting room with beautiful herringbone flooring and a gas fire with limestone surround (which can be used for both ambience or heat emitting) . There is a large open plan kitchen/dining/living space which includes a second, more relaxed lounge area complete with an entertainment unit which also provides for storage and display in the kitchen area. The kitchen oozes with modern appeal with it\'s sleek, handless painted doors, quartz countertops and backsplash, a larder unit and large island area. Elegant lighting and sleek appliances complete the look. The dining area is surrounded by floor to ceiling windows which allows for stunning light and a spacious feel. Sliding doors lead to the patio and garden area. A utility room and WC complete the downstairs accommodation which is floored throughout, sitting room excluded, with a large terrazzo tile. On the first floor there are two double bedrooms, a master ensuite with a fitted walk-in wardrobe and the main bathroom which includes a free standing bath and shower area. The second floor includes an ensuite double bedroom as well as a home office or a fifth bedroom. There is also a storage area on this floor. The stairs and upper levels have been fitted with a high quality wool carpet and the bathrooms are tiled.   Immediate amenities on your doorstep include transport links such as the LUAS and the Quality Bus Corridor, all of the wonderful shopping, cafes, restaurants and bars that both Donnybrook and Ranelagh have to offer whilst also being situated just a short distance from both the city centre and the M50 (thus providing easy access to the airport). Being conveniently located close to some of Dublin\'s best schools, namely St Michael\'s College, St Andrews College, Nord Anglia, Gonzaga, St. Conleth\'s, Muckross Park, Loreto on the Green, Blackrock, Alexandra College and UCD. The location is prime Dublin 4 embassy belt whilst also enjoying the advantage of having 34 acres of green open space in Herbert Park less than a ten minute walk away. Sporting grounds such as the RDS and Aviva Stadium are both also within easy walking distance.   Please contact us for more information or to arrange a viewing.",/for-rent/house-1-sandford-grove-dublin-4/3574112,2021-10-25,,False
102,26331399,3500,month,"{'lat': '53.343985', 'long': '-6.231641'}","Apartment 2, Hanover Court, Grand Canal Dock, Dublin 2",Apartment,"{'Double Bedroom': '2', 'Bathroom': '2', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Wheelchair Access', 'Internet', 'Garden / Patio / Balcony']",A2,NaN,Alex Carey MIPAV,"Bergins are delighted to present no. 2 Hanover Court to the rental market.  The first letting of this Luxurious apartment. The apartments at Hanover Court have been developed to the highest standards by the renowned Park Development Group. Hanover Court offers an exclusive opportunity to live in a luxury new apartment in the heart of Grand Canal Dock. Accommodation briefly comprises of large entrance hallway, with lots of storage and storage closet. Full size utility room with washing machine, dryer and ample fitted storage cupboards.  This leads to a very large open plan living room, with fully fitted kitchen.  With double doors opening on to its own private terrace.  Very Spacious master bedroom with fitted wardrobes and master ensuite with walk in shower, WHB and WC. Second bedroom, also with fitted wardrobes and Main bathroom with very large walk-in shower WHB and WC. A2 energy rating and centralised heating system. Very secure living.  Designated parking space included in secure underground car park  Spacious dual aspect on ground floor  Lovely terrace  Utility room  High ceilings  Stylish bathrooms",/for-rent/apartment-apartment-2-hanover-court-grand-canal-dock-dublin-2/3559922,2021-10-25,,False
103,26625621,1629,month,"{'lat': '53.349778', 'long': '-6.242831'}","2 Achill House, Custom House Square, IFSC, Dublin 1",Apartment,"{'Double Bedroom': '1', 'Bathroom': '1', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}","['Washing Machine', 'Dryer', 'Microwave']",C2,109679811,Sherry FitzGerald Lettings IFSC,"Available immediately**   **Fully Furnished**   Spacious one double bedroom, one bathroom, ground floor apartment extending to approx. 50sqm of accommodation.  The accommodation consists of entrance hall with storage cupboard, hot press and main bathroom.  Fully fitted kitchen with fridge, freezer, washer/dryer, oven and hob and microwave. Living/dining room, one double bedroom with fitted wardrobes.   Located in the heart of the IFSC with all amenities and the red Luas line on your doorstep.",/for-rent/apartment-2-achill-house-custom-house-square-ifsc-dublin-1/3586639,2021-10-25,,False
104,25161988,950,week,"{'lat': '53.334454', 'long': '-6.24728'}","William Beckett House, Pembroke Row, Dublin 2",Apartment,"{'Double Bedroom': '1', 'Bathroom': '1', 'Furnished': 'Yes', 'Lease': 'No Minimum'}","['Parking', 'Central Heating', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Internet', 'Garden / Patio / Balcony', 'Serviced Property']",C1,NaN,Marko,"William Beckett House is superbly located on Pembroke Row, adjacent to Baggot Street - on the quieter side of the heart of Dublin City, yet close enough to an array of multinational HQ's such as, LinkedIn, Twitter, Facebook and Google. This premium location benefit from endless amenities on its doorstep, including a host of trendy eateries in some of Dublin City€TM most popular restaurants bars and artisan food & grocery stores. Postcard locations such as St. Stephen's Green and Merrion Square, provide the perfect places to relax or indulge in an evening stroll along the banks of the Grand Canal. Grafton Street - Dublin's most famous shopping area, is just a short stroll away. There is an array of public transport in the surrounding area includes the LUAS- Green line- which services Sandyford and Dundrum Town Centre, together with Dublin Bus and DART, all of which give residents quick access to the rest of the city and beyond! This spacious 1-bedroom apartment is situated on the 2nd floor with lift access and has a lovely balcony. It features a good size storage room and comes with a fully equipped kitchen, to include a washer/dryer machine, dishwasher, microwave, blender, Nespresso coffee machine. The bedroom has generous fitted wardrobe space and a king-size bed. For your convenience a laptop safe and hairdryers are provided. The bathroom benefits from a power shower over bath. All bed linen and towels are provided. For your convenience a laptop safe and hairdryers are provided. The apartment has a SMART TV with 240 mbps Wi-Fi broadband with unlimited usage. The rate includes: Welcome pack, weekly housekeeping, weekly linen & towels change, electricity (subject to fair usage cap), cable TV, 240 MB Wi-Fi broadband with unlimited usage. These Serviced Apartments have a minimum stay of 14 nights. Airport transfer and secure underground parking can be arranged at an additional charge.",/for-rent/apartment-william-beckett-house-pembroke-row-dublin-2/3275908,2021-10-25,,False
105,26259306,950,week,"{'lat': '53.347251', 'long': '-6.232844'}","Quayside Quarter, Dublin 1",Apartment,"{'Double Bedroom': '1', 'Bathroom': '1', 'Furnished': 'Yes', 'Lease': 'No Minimum'}","['Parking', 'Central Heating', 'Alarm', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Internet', 'Garden / Patio / Balcony', 'Serviced Property']",B1,NaN,Marko,"Quayside Quarter at Dublin Landings is a vibrant new community that draws its inspiration from the fabric of Dublin and the rich industrial heritage of the docklands.  This prime location on the river front benefits from numerous amenities on its doorstep and is within walking distance of the leading Dublin City landmarks including the Conference Centre, St. Stephen€TM Green, the Aviva Stadium at Lansdowne Road, the 3 Arena, Bord Gais Theatre, and Trinity College. It is also close to multinational HQ\\\\\\\'s such as Microsoft, Salesforce, Google, Accenture, JP Morgan, Indeed.com, Twitter, Amazon, and Facebook. An array of public transport in the surrounding area includes the LUAS- Redline together with Dublin Bus and DART, all of which give residents quick access to the rest of the city, airport and beyond. This residential complex benefits from having a 24-hour concierge desk and would appeal to all, given its prime location and proximity to a range of trendy bars, cafes, nightclubs, restaurants, grocery stores & artisan shops. The private gym is flooded with natural light and features a raw industrial aesthetic. Designed to refine the work life balance, the Residents\\\\\\\' Lounge is an elegant and considered space designed to meet the needs of its guests. With hot desks, meeting spaces and a games area for downtime, it is a space made for collaborators. The apartments have a spacious living area, fully integrated kitchens with all appliances including hob, oven, fridge/freezer, dishwasher, blender, washer/dryer, Nespresso coffee machines, etc.  All utilities (subject to fair usage cap), weekly maid service, linen, towels, Digital TV, Flat screen Television, 240 MB WIFI Broadband with unlimited download, are all included.  Secure underground parking can be arranged at a charge.",/for-rent/apartment-quayside-quarter-dublin-1/3554591,2021-10-25,,False
106,26389291,2600,month,"{'lat': '53.35029865904335', 'long': '-6.266042601870566'}","Kingscourt Parnell Street, Dublin 1",Apartment,"{'Double Bedroom': '1', 'Bathroom': '1', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}",NaN,B3,NaN,Tasha,"Two bedroom apartment on the 4th floor to the lettings market. Kingscourt is a stunning and highly sought after development located in the heart of the city centre. It is just off O'Connell street and nearby GPO. Colleges, restaurants and Dublin principle places of work are located in the immediate vicinity.Luas stop(Dominic street) across the apartment and Jervis stop behind the apartment The M50, M1 and Dublin Airport are also within easy reach. Cineworld across apartment and ,ALDI next to it with Tesco across the way and LIDL 2 mins away. Moore street fresh market closeby, Henry Street/Jervis Shopping Centre and Arnotts just behind the apartment. 5 mins walk from Temple Bar. Rotunda Hospital across the apartment and Mater Hospital 5 mins walk away Bright and spacious living accommodation comprises of entrance hall, main bathroom, open plan kitchen/dining/living room , one double bedrooms, one twin bedroom, bathroom - bathtub /jacuzzi The complex benefits from having an immaculately maintained foyer and spacious garden in the apartment block   The property is presented in excellent condition.  Extra Features: - Sofa Bed: Double size available in living room - Secure complex and security desk /security present - Fully furnished - Recently refurbished - LOCATION LOCATION LOCATION - Double glazed windows throughout - In the heart of the city centre - Spacious garden areas in the apartment block",/for-rent/apartment-kingscourt-parnell-street-dublin-1/3564651,2021-10-25,,False
107,26572793,2700,month,"{'lat': '53.335805587554376', 'long': '-6.241547791138856'}","Percy Close, Dublin 4",House,"{'Double Bedroom': '2', 'Bathroom': '1', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Alarm', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Internet', 'Garden / Patio / Balcony']",D2,NaN,Ian McEntagart,"AVAILABLE IMMEDIATELY *** New 2 Bedroom Town House to rent  A charming, modern property located in a gated, residential area of Ballsbridge within 10 minutes walk to Dublin city centre and close to the Aviva Stadium, RDS, Herbert Park and 3 Arena.   This property includes 1 parking space at the front of the property.  BEDROOM 1: This double bedroom has a comfortable bed, bedside tables and plenty of storage space for you to use.  BEDROOM 2: The second double bedroom also has a comfortable bed and storage space.  BATHROOM: The bathroom has been recently renovated to a high quality and fits in with the stylish feel of the whole property. There is a heated towel rail and shower.   LIVING/KITCHEN/DINING AREA: An open plan living area The living area has two comfortable sofas, lots of pillows and opens onto a private garden - the patio doors also give a beautiful natural light to the room.   GARDEN: Access to the garden is through the living/dining/kitchen area.  Transport: close to Grand Canal Dock Dart Station, bus routes within walking distance are the 4, 7, 7a, 8, 18  References Essential",/for-rent/house-percy-close-dublin-4/3581222,2021-10-25,,False
108,26364970,3000,month,"{'lat': '53.3253025', 'long': '-6.2314713'}","Dunluce Apartments, Anglesea Road, Ballsbridge, Dublin 4",Apartment,"{'Double Bedroom': '2', 'Bathroom': '2', 'Furnished': 'Optional', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Wheelchair Access', 'Internet', 'Garden / Patio / Balcony']",A2,NaN,Letting Department,"This is truly a magnificent two bed apartment, situated in a private exclusive gated development in the heart of Ballsbridge. Designed by DTA Architects and awarded the best housing in June 2017 this glass clad building is one of its kind allowing light to flow through the internal common area giving a great feeling of brightness upon entering. and being able to enjoy the breath taking views of Herbert Park, Merrion Cricket Grounds, RDS, Ballsbridge as far as the AVIVA Stadium and beyond. Ballsbridge offers many fine restaurants, bars, coffee shops, artisan markets and boutique shopping. Merrion Shopping Centre offers a good quality supermarket and other local shops. Donnybrook is also at your doorstep. The location provides easy access to the N11 and Blackrock dual carriage way. The DART station is approx 10 minutes walk and public transport is at your doorstep. You can enjoy the peaceful green environment of this stunning apartment and yet at the same time be a short distance from all large corporations such as the IFSC, Google, Facebook and the City Centre. Beautifully decorated to the highest standard with soft colouring throughout. It has an A rating energy with an easily controlled heating system.  Accommodation comprises a large spacious hall leading to a substantial airy living area with wall to wall glass doors opening to a good size balcony with breathtaking views. The large kitchen is fitted with high gloss cabinets, Velstone worktops and top quality kitchen appliances. Separate utility room. Large Master bedroom with a window wall which provides magnificent leafy views, built in designer wardrobes and a  large storage cupboard.  Patio doors lead on to the balcony. Villroy & Bosh ensuite. Large 2nd Double bedroom with built in wardrobes . Main bathroom with shower. Large cupboard for storage. Parking and the added bonus of your own separate large storage cage suitable for bikes and personal effects.",/for-rent/apartment-dunluce-apartments-anglesea-road-ballsbridge-dublin-4/3562418,2021-10-25,,False
109,26661314,1800,month,"{'lat': '53.3509735', 'long': '-6.2830749'}","Noreseman Court, Manor Street, Stoneybatter, Dublin 7",Apartment,"{'Double Bedroom': '1', 'Bathroom': '1', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Alarm', 'Cable Television', 'Washing Machine', 'Dryer', 'Microwave', 'Wheelchair Access', 'Internet', 'Garden / Patio / Balcony']",C1,NaN,Carina,"Modern and attractive one-bedroom penthouse apartment with secure basement parking space available for rent.  Open plan living, kitchen and feature cylindrical glazed dining area. Large bathroom, double bedroom and outside terrace. It is fully furnished with all mod cons. A 10-15 minute walk to the city centre with an array of lovely restaurants; pubs and cafes on your doorstop in Stoneybatter and nearby Smithfield. Norseman Court also has a communal roof terrace with stunning views of the city.  References essential.   Email with contact details and a brief introduction. Viewings for Sunday 31 October will be arranged.",/for-rent/apartment-noreseman-court-manor-street-stoneybatter-dublin-7/3589454,2021-10-25,,False
110,26661922,2200,month,"{'lat': '53.246167', 'long': '-6.1808437'}","1 Cairnbrook Manor, Carrickmines, Dublin 18",Apartment,"{'Double Bedroom': '2', 'Bathroom': '2', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}",['Parking'],NaN,NaN,David Malone,"Built in 2006, Cairnbrook is one of Dublin's finest developments. Cairnbrook Manor is the grandest block within the development. #1 is an extra large 2 bed apartment with high end finishes throughout.  Features include;  Extra high ceiling throughout (2.85m or 9ft 6inch). Large floor plan, 115m2 or 1240 sq ft. Oversized doors and windows to suit these higher ceilings. Feature bathroom with Grohe and Rocca fittings and Porcelanosa tiling. Gas fired central heating.",/for-rent/apartment-1-cairnbrook-manor-carrickmines-dublin-18/3589544,2021-10-25,,False
111,26661907,980,month,"{'lat': '53.3584631598547', 'long': '-6.2779604082087'}","236, North Circular Road, Phibsborough, Phibsborough, Dublin 7",Studio,"{'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}","['Parking', 'Alarm', 'Cable Television', 'Washing Machine', 'Dryer', 'Microwave', 'Internet', 'Garden / Patio / Balcony', 'Serviced Property']",BER EXEMPT,NaN,Michael Finbarr,"ACCOMMODATION. Studio, Fully Furnished.  Refuse Collection included in Rent, Broadband + Plus Cable TV  available on request. Non Smoking, No Pets and No Parties allowed. Reference will be required from Previous Landlord.   LOCATION.  3 minutes walk to (46A)  Bus Stop.  4 minutes walk to Grangegorman DIT College.  5 minutes walk to North Luas Green line, 10 minutes walk to Phibsborough Shopping Centre, 12 minutes walk to Luas Red line in Smithfield. 18 minutes by Bus to City Centre. 20 Minutes by Car to M50 and Airport.  Please email full details about yourself and anything you think is important, together with your full name and Mobile number and we will contact you to arrange a viewing. VIEWING by Appointment only.",/for-rent/studio-apartment-236-north-circular-road-phibsborough-phibsborough-dublin-7/3589520,2021-10-25,,False
112,26645652,1925,month,"{'lat': '53.3036548', 'long': '-6.2049055'}","Merrion Grove, Blackrock, Co. Dublin",Apartment,"{'Double Bedroom': '1', 'Bathroom': '1', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Alarm', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Internet']",D2,114406176,Property Source,"Merrion Grove is a much sought-after residential development set on beautifully landscaped grounds just off the Stillorgan Road. This location is very convenient, it is close to both the N11 Quality Bus Corridor and Booterstown DART Station, allowing easy access to the city centre. UCD and Blackrock Village are within strolling distance.    This is an immaculate first floor, own door apartment with a delightful dual aspect, presented in show house condition.   This apartment has been completely renovated to the highest standards with a newly refurbished kitchen and bathroom.  Merrion Grove also adjoins the beautiful grounds of St Helen's Radisson Hotel where there is a convenient pedestrian access from Merrion Grove, through St Helen's Wood to Booterstown Avenue.   This well laid out accommodation comprises an entrance hall with storage, a large living room, kitchen, bathroom and a double bedroom. There is ample resident's car parking available within the development.  Accommodation  Hall with a convenient storage and hot press.   Bedroom - Large bright double bedroom enjoys morning sun, has built in wardrobes, mirrored bedside lockers and mirrored vanity stool, blackout blind, beautiful curtains and TV.   Bathroom - Newly installed large bathroom, tiled floor to ceiling, is complete with corner bath, separate shower enclosure, power shower, W.C. & WHB, with a contemporary vanity storage unit. Wall mounted lighted mirror, heated towel rail, recessed shelves with attractive blue LED lighting.   Kitchen- newly fitted, with wall and floor cupboards with integrated appliances - washer / dryer machine, oven and hob with over head extractor, fridge freezer, dishwasher and microwave. There is an eat-in counter with two stools.   Living Room - this luxurious large light filled living room enjoys a lovely sunny orientation in the afternoon and evening. It comes with custom made couches, an electric fire inset, flat screen TV and sound-bar.    Features Own door first floor dual aspect apartment Electric Storage Heating Residents parking  Monitored Burglar Alarm  Monitored Fire Alarm  Close to Buses and DART Close to UCD  Viewing by appointment - please email",/for-rent/apartment-merrion-grove-blackrock-co-dublin/3588327,2021-10-25,,False
113,26337443,1300,month,"{'lat': '53.381348536583054', 'long': '-6.247265115380287'}","Iveragh Road , Whitehall, Dublin 9",Apartment,"{'Single Bedroom': '2', 'Bathroom': '1', 'Furnished': 'Optional', 'Lease': 'Minimum 1 Year'}",NaN,NaN,NaN,Seamus,"This recently decorated 2 bed flat in Whitehall/Drumcondra Area is fully self contained  2 single bedrooms living room  kitchen  and bathroom  with access to a back garden.  Shared wash facilities in the house. Central heating and bins and a car parking space included in the rent of â‚¬ 1300. The house is  non smoking. Very well  located to Beaumont  hospital  and  Dublin Airport and Dublin City centre  with a great bus service only 2 mins walk from the  house. Rent â‚¬1300 plus month deposit, references required  contact Seamus  on 0863069448 between 12 and 8pm only.",/for-rent/flat-iveragh-road-whitehall-dublin-9/3560604,2021-10-25,,False
114,26661280,700,month,"{'lat': '53.311014875', 'long': '-6.27557869'}","6 Rathgar Park, Rathgar, Dublin 6",House,"{'Single Bedroom': '1', 'Bathroom': '1', 'Furnished': 'Yes', 'Lease': 'Minimum 1 Year'}","['Parking', 'Central Heating', 'Alarm', 'Cable Television', 'Washing Machine', 'Dryer', 'Dishwasher', 'Microwave', 'Internet', 'Garden / Patio / Balcony']",B2,NaN,Mona,"One Room available in large 4 bedroom house next to Rathgar village and looking over Herzog Park. The house was built in the mid 1990s and is in very good condition.   The room contains a double bed, wardrobe and windows looking out to the garden. You would be sharing a bathroom with one other tenant.   The house contains all modern appliances and was recently refurbished. Otherwise the downstairs living area has an open plan kitchen, sitting room, drawing room and conservatory, as well an additional bathroom and utility room.   No smoking or pets.",/for-rent/house-6-rathgar-park-rathgar-dublin-6/3589406,2021-10-25,,False
